carType,color,condition,currency,drive,city,country,make,manufacture_year,mileage,mileage_unit,model,model_variant,price_on_request,type,zip,manufacture_month,fuel_consumption_unit
Convertible / Roadster,Blue,Occasion,CHF,,Zuzwil,CH,BMW,2002,49600,kilometer,M3,M3,,car,,5,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,Audi,2011,1350,kilometer,Rs4,RS4 4.2 V8 quattro,,car,,0,l/100km
Other,Other,Occasion,CHF,,Benzin,CH,Mercedes-Benz,2000,Automat,kilometer,Cl 600,CL 600,,car,,2,l/100km
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Porsche,1999,47900,kilometer,911,911 GT3,,car,,10,l/100km
SUV,Silver,Occasion,CHF,,Zuzwil,CH,VW,2006,104500,kilometer,Touareg,Touareg 5.0 TDI V10,,car,,9,l/100km
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Aston Martin,2005,40800,kilometer,Db9,DB9,,car,,1,l/100km
Convertible / Roadster,Silver,Occasion,CHF,,Zuzwil,CH,Mercedes-Benz,1994,111500,kilometer,Sl 500,SL 500,,car,,3,
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Mercedes-Benz,2003,22400,kilometer,Cl 600,CL 600,,car,,7,l/100km
Convertible / Roadster,Silver,Occasion,CHF,,Sursee,CH,Ford (Usa),1968,1000,kilometer,Mustang,null,,car,,3,
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Chevrolet,2009,4000,kilometer,Corvette,Corvette ZR1,,car,,7,l/100km
Convertible / Roadster,Silver,Occasion,CHF,,Zuzwil,CH,Ferrari,2003,55800,kilometer,F360,F360 Spider,,car,,2,l/100km
Other,Blue,Occasion,CHF,,Zuzwil,CH,Daihatsu,1985,61800,kilometer,Charade,Charade 1.0 Turbo,,car,,9,
Other,Silver,Occasion,CHF,,Zuzwil,CH,BMW,2003,33600,kilometer,545,545i,,car,,9,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,Mercedes-Benz,2000,162900,kilometer,C 240,C 240 Elégance,,car,,7,l/100km
Other,Other,Occasion,CHF,,Benzin,CH,Maserati,2005,Automatisiertes Schaltgetriebe,kilometer,Gransport,Coupé GranSport,,car,,1,l/100km
Other,Other,Occasion,CHF,,Benzin,CH,Mercedes-Benz,2008,Automat sequentiell,kilometer,Sl 65 Amg,SL 65 AMG,,car,,7,l/100km
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Porsche,2001,82100,kilometer,911,911 Turbo,,car,,2,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,Nsu,1972,82804,kilometer,,TT,,car,,4,
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Mclaren,2012,1200,kilometer,12C,MP4-12C Coupé 3.8 V8,,car,,3,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,BMW,1999,33900,kilometer,735,735i,,car,,8,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,Mercedes-Benz,2010,29800,kilometer,E 250,E 250 CGI BlueEff Avgarde,,car,,6,l/100km
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Renault,1982,31000,kilometer,Alpine,Alpine A310 V6,,car,,10,
Other,Blue,Occasion,CHF,,Zuzwil,CH,Citroen,2001,83800,kilometer,C5,C5 3.0 V6 Exclusive,,car,,6,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,Toyota,2004,144000,kilometer,Corolla,Corolla 2.0 D4D L.Terra,,car,,6,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,Bentley,2000,42300,kilometer,Arnage,Arnage Green Label,,car,,4,l/100km
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,BMW,2005,8500,kilometer,M6,M6,,car,,7,l/100km
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Porsche,2000,60500,kilometer,911,911 Turbo,,car,,12,l/100km
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Ferrari,2005,22500,kilometer,575M,575M,,car,,3,l/100km
SUV,Silver,Occasion,CHF,,Zuzwil,CH,BMW,2012,39200,kilometer,X1,X1 xDrive 25d Sport Line,,car,,9,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,Mercedes-Benz,2004,61000,kilometer,S 65 Amg,S 65 L AMG 650PS,,car,,8,l/100km
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Ferrari,2000,35000,kilometer,456,456M GT,,car,,3,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,Mercedes-Benz,2009,52000,kilometer,S 500,S 500,,car,,2,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,VW,2007,105800,kilometer,Golf,Golf R32 4Motion,,car,,2,l/100km
Coupé,Blue,Occasion,CHF,,Zuzwil,CH,Ford,1971,64600,kilometer,Capri,RS 2600,,car,,5,
Convertible / Roadster,Silver,Occasion,CHF,,Zuzwil,CH,Renault,2000,8000,kilometer,Sport Spider,Windschutzscheibe,,car,,9,
Other,Silver,Occasion,CHF,,Zuzwil,CH,Renault,1981,147800,kilometer,R5,Alpine,,car,,7,
Other,Silver,Occasion,CHF,,Zuzwil,CH,Mercedes-Benz,2008,56200,kilometer,S 65 Amg,S 65 AMG L,,car,,6,l/100km
Convertible / Roadster,Silver,Occasion,CHF,,Zuzwil,CH,Renault,1997,23500,kilometer,Sport Spider,Spider 2.0 16V TURBO,,car,,6,l/100km
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,BMW,2006,34500,kilometer,M6,M6,,car,,11,l/100km
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Mercedes-Benz,2006,72200,kilometer,Cl 500,CL 500 Prime Edition,,car,,10,l/100km
SUV,Silver,Occasion,CHF,,Zuzwil,CH,Land Rover,2010,9000,kilometer,Range Rover,Range Rover 5.0 V8 SC,,car,,10,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,BMW,1999,68500,kilometer,M5,M5,,car,,1,l/100km
Coupé,Silver,Oldtimer,CHF,,Zuzwil,CH,Mg,1930,86000,kilometer,,M Roadster,,car,,6,
Other,Silver,Occasion,CHF,,Zuzwil,CH,Mercedes-Benz,2003,48100,kilometer,S 600,S 600 L,,car,,1,l/100km
Other,Blue,Occasion,CHF,,Zuzwil,CH,Jaguar,1999,69200,kilometer,S-Type,S-Type 4.0 V8,,car,,5,l/100km
Convertible / Roadster,Silver,Occasion,CHF,,Zuzwil,CH,Fiat,1974,120000,kilometer,Spider,CSA Abarth,,car,,7,
Convertible / Roadster,Silver,Occasion,CHF,,Zuzwil,CH,Ferrari,2001,41000,kilometer,F360,F360 Spider,,car,,5,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,Bmw-Alpina,1985,157000,kilometer,5 Series,B7 (E28),,car,,7,
Convertible / Roadster,Silver,Occasion,CHF,,Zuzwil,CH,Rolls-Royce,2001,38000,kilometer,Corniche,Corniche,,car,,7,l/100km
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Nissan,2007,2300,kilometer,Skyline,R34 GTR,,car,,1,
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Audi,1990,125000,kilometer,Quattro,quattro Turbo 20V,,car,,1,
Other,Other,Occasion,CHF,,Benzin,CH,Audi,2008,Automat sequentiell,kilometer,Rs6,RS6 Avant 5.0 V10 quattro,,car,,6,l/100km
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Renault,1992,71600,kilometer,Alpine,Alpine A610 Turbo,,car,,6,
Convertible / Roadster,Silver,Occasion,CHF,,Zuzwil,CH,Audi,2012,5900,kilometer,R8,R8 GT Spyder 5.2,,car,,6,l/100km
Convertible / Roadster,Silver,Occasion,CHF,,Zuzwil,CH,Maserati,1995,39500,kilometer,Biturbo,Biturbo Spyder E,,car,,3,
Convertible / Roadster,Other,Occasion,CHF,,Zuzwil,CH,Lotus,2003,38200,kilometer,Elise,Elise,,car,,10,l/100km
Convertible / Roadster,Blue,Occasion,CHF,,Zuzwil,CH,Mercedes-Benz,2008,3200,kilometer,Slk 350,SLK 350,,car,,5,l/100km
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Mercedes-Benz,1998,61000,kilometer,Clk 320,CLK 320 Sport,,car,,6,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,Citroen,1986,80500,kilometer,2Cv,2CV6 Charleston,,car,,7,
Other,Silver,Occasion,CHF,,Zuzwil,CH,Mercedes-Benz,1998,48500,kilometer,E 430,E 430 Avantgarde,,car,,6,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,Renault,2004,61200,kilometer,Clio,Clio 3.0 Sport V6,,car,,11,l/100km
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Renault,1981,139200,kilometer,Alpine,Alpine A310 V6,,car,,12,
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Mclaren,2012,19900,kilometer,12C,MP4-12C Coupé 3.8 V8,,car,,4,l/100km
Convertible / Roadster,Silver,Oldtimer,CHF,,Safenwil,CH,Triumph,1957,98320,kilometer,Tr3,null,,car,,1,
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Mercedes-Benz,2002,48300,kilometer,Cl 55 Amg,CL 55 AMG,,car,,11,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,Mercedes-Benz,2002,69100,kilometer,S 320,S 320,,car,,3,l/100km
Convertible / Roadster,Silver,Occasion,CHF,,Zuzwil,CH,Mercedes-Benz,1994,111500,kilometer,Sl 500,SL 500,,car,,3,
Other,Blue,Occasion,CHF,,Zuzwil,CH,Bentley,2012,29000,kilometer,Continental,Continental FlyingSpur6.0,,car,,5,l/100km
Convertible / Roadster,Silver,Occasion,CHF,,Zuzwil,CH,Porsche,2001,75400,kilometer,911,911 Carrera Cabrio,,car,,2,l/100km
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Porsche,2000,42500,kilometer,911,911 GT3,,car,,3,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,BMW,2006,29900,kilometer,535,535d,,car,,1,l/100km
Convertible / Roadster,Silver,Occasion,CHF,,Zuzwil,CH,Rolls-Royce,2002,42000,kilometer,Corniche,Corniche,,car,,6,l/100km
Convertible / Roadster,Silver,Occasion,CHF,,Zuzwil,CH,Aston Martin,2004,29000,kilometer,Db7,DB7 Vantage Volante,,car,,4,l/100km
Convertible / Roadster,Silver,Occasion,CHF,,Zuzwil,CH,Mercedes-Benz,1996,29800,kilometer,Sl 500,SL 500,,car,,10,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,BMW,1974,93500,kilometer,2002,tii,,car,,4,
Other,Silver,Occasion,CHF,,Zuzwil,CH,BMW,1997,42000,kilometer,750,750iL,,car,,6,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,Bentley,1999,85700,kilometer,Arnage,Arnage Green Label,,car,,6,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,BMW,2005,27800,kilometer,M5,M5,,car,,4,l/100km
Other,Blue,Occasion,CHF,,Zuzwil,CH,Renault,2008,147900,kilometer,Clio,Clio 2.0 16V Sport,,car,,2,l/100km
Convertible / Roadster,Silver,Neu,CHF,,Zuzwil,CH,Mercedes-Benz,2009,160,kilometer,Slk 200,SLK 200 Kompressor,,car,,7,l/100km
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,BMW,2004,88000,kilometer,M3,M3 CSL,,car,,7,l/100km
Convertible / Roadster,Silver,Occasion,CHF,,Zuzwil,CH,Mercedes-Benz,2002,64000,kilometer,Sl 500,SL 500,,car,,5,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,BMW,2005,33600,kilometer,M5,M5,,car,,4,l/100km
Convertible / Roadster,Silver,Occasion,CHF,,Zuzwil,CH,Mercedes-Benz,2002,24400,kilometer,Sl 500,SL 500,,car,,6,l/100km
Other,Other,Occasion,CHF,,Benzin,CH,Mercedes-Benz,2002,Automat,kilometer,Cl 600,CL 600,,car,,2,l/100km
Convertible / Roadster,Silver,Occasion,CHF,,Zuzwil,CH,Mercedes-Benz,1991,98000,kilometer,Sl 500,6.0 AMG,,car,,3,
Other,Silver,Occasion,CHF,,Zuzwil,CH,Mercedes-Benz,2007,40300,kilometer,S 65 Amg,S 65 AMG L,,car,,1,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,Audi,2003,34000,kilometer,Rs6,RS6 Avant quattro,,car,,3,l/100km
SUV,Silver,Occasion,CHF,,Zuzwil,CH,Land Rover,1998,55800,kilometer,Discovery,Discovery 3.9,,car,,7,l/100km
Convertible / Roadster,Blue,Occasion,CHF,,Sursee,CH,Chevrolet,1969,10000,kilometer,Camaro,null,,car,,3,
Other,Other,Occasion,CHF,,Benzin,CH,BMW,2006,Automatisiertes Schaltgetriebe,kilometer,M5,M5,,car,,6,l/100km
Coupé,Silver,Occasion,CHF,,Sursee,CH,Mercedes-Benz,1955,5000,kilometer,300,300SL W198,,car,,5,
Other,Silver,Occasion,CHF,,Zuzwil,CH,Fiat,2006,28800,kilometer,Stilo,Stilo 1.8 16V Swiss,,car,,8,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,Lancia,1978,57000,kilometer,,Monte Carlo 137 AS,,car,,7,
Other,Silver,Oldtimer,CHF,,Zuzwil,CH,Toyota,1972,57700,kilometer,Carina,Deluxe,,car,,11,
Other,Silver,Occasion,CHF,,Zuzwil,CH,Mercedes-Benz,1996,56100,kilometer,E 320,E 320 Elégance,,car,,12,l/100km
SUV,Silver,Neu,CHF,,Zuzwil,CH,Porsche,2009,1,kilometer,Cayenne,Cayenne S,,car,,9,l/100km
Convertible / Roadster,Silver,Occasion,CHF,,Zuzwil,CH,BMW,2002,23900,kilometer,M3,M3,,car,,11,l/100km
Convertible / Roadster,Silver,Occasion,CHF,,Zuzwil,CH,BMW,2013,5400,kilometer,650,650i xDrive,,car,,1,l/100km
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Chevrolet,2008,33000,kilometer,Corvette,Corvette 6.2,,car,,3,l/100km
Other,Other,Occasion,CHF,,Benzin,CH,Maserati,2002,Automatisiertes Schaltgetriebe,kilometer,Coupé Gt,Coupé GT,,car,,6,l/100km
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Ferrari,2000,28000,kilometer,F360,F360 Modena Berlinetta,,car,,5,l/100km
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,BMW,1996,69800,kilometer,328,328i Coupé,,car,,8,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,Mercedes-Benz,2007,94000,kilometer,S 65 Amg,S 65 AMG L,,car,,1,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,Audi,2002,36900,kilometer,Rs6,RS6 Avant quattro,,car,,9,l/100km
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Ferrari,1999,29000,kilometer,F355,F355 Berlinetta,,car,,5,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,Volvo,2001,145000,kilometer,S60,S60 2.4T,,car,,4,l/100km
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Chrysler,2000,66900,kilometer,Viper,Viper GTS,,car,,12,l/100km
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Porsche,2000,127800,kilometer,911,911 Turbo,,car,,6,l/100km
SUV,Silver,Occasion,CHF,,Zuzwil,CH,Porsche,2003,156000,kilometer,Cayenne,Cayenne Turbo,,car,,1,l/100km
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Ford,1986,1000,kilometer,,RS200 EVO Gruppe B,,car,,8,
Other,Blue,Occasion,CHF,,Zuzwil,CH,Audi,2003,26700,kilometer,A8,A8 4.2 quattro,,car,,1,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,Audi,2010,26300,kilometer,Rs6,RS6 Avant 5.0 V10 quattro,,car,,3,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,Porsche,2010,57600,kilometer,Panamera,Panamera 4S 4.8,,car,,11,l/100km
SUV,Silver,Occasion,CHF,,Zuzwil,CH,BMW,2005,14700,kilometer,X5,X5 4.4i,,car,,8,l/100km
Convertible / Roadster,Silver,Occasion,CHF,,Zuzwil,CH,Mercedes-Benz,2004,21400,kilometer,Sl 55 Amg,SL 55 AMG,,car,,4,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,Audi,2002,46900,kilometer,Rs6,RS6 Avant quattro,,car,,10,l/100km
Other,Silver,Vorführmodell,CHF,,Zuzwil,CH,Mercedes-Benz,2007,100,kilometer,E 320,E 320 CDI Avantgarde,,car,,6,l/100km
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Ferrari,2000,25000,kilometer,F360,F360 Modena Berlinetta,,car,,11,l/100km
Convertible / Roadster,Silver,Occasion,CHF,,Zuzwil,CH,Mercedes-Benz,2002,33000,kilometer,Sl 500,SL 500,,car,,4,l/100km
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Lamborghini,2010,20800,kilometer,Murciélago,Murciélago LP670-4 SV Cpé,,car,,5,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,Porsche,2010,35500,kilometer,Panamera,Panamera 4S 4.8,,car,,5,l/100km
Other,Blue,Occasion,CHF,,Zuzwil,CH,Jaguar,1997,161400,kilometer,Xj,XJ 4.0 Sovereign,,car,,3,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,Mercedes-Benz,2003,128800,kilometer,S 600,S 600 L,,car,,6,l/100km
SUV,Silver,Occasion,CHF,,Zuzwil,CH,BMW,2001,91000,kilometer,X5,X5 4.4i,,car,,12,l/100km
SUV,Silver,Occasion,CHF,,Zuzwil,CH,Land Rover,2006,126300,kilometer,Range Rover Sport,Range Rover Sport 4.2 V8 SC,,car,,5,l/100km
SUV,Silver,Neu,CHF,,Zuzwil,CH,Porsche,2007,400,kilometer,Cayenne,Cayenne Turbo S,,car,,5,l/100km
SUV,Silver,Occasion,CHF,,Zuzwil,CH,Porsche,2008,21000,kilometer,Cayenne,Cayenne Turbo,,car,,4,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,BMW,2012,19000,kilometer,M5,M5,,car,,3,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,BMW,1999,86300,kilometer,328,328i,,car,,8,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,BMW,2001,124800,kilometer,330,330xi,,car,,11,l/100km
SUV,Silver,Occasion,CHF,,Zuzwil,CH,BMW,2000,41900,kilometer,X5,X5 4.4i,,car,,11,l/100km
Other,Silver,Oldtimer,CHF,,Zuzwil,CH,Bmw-Alpina,1980,129400,kilometer,7 Series,B7 Turbo Limousine,,car,,3,
Convertible / Roadster,Blue,Occasion,CHF,,Zuzwil,CH,Maserati,2003,49300,kilometer,Spyder Gt,Spyder GT,,car,,3,l/100km
Convertible / Roadster,Silver,Occasion,CHF,,Zuzwil,CH,Porsche,2006,12000,kilometer,Carrera Gt,Carrera GT,,car,,12,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,Audi,2002,144100,kilometer,Rs6,RS6 Avant quattro,,car,,8,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,Nissan,1992,98000,kilometer,Sunny,Sunny 2.0 16V GTI-R,,car,,2,
Other,Silver,Occasion,CHF,,Zuzwil,CH,Bmw-Alpina,2003,54100,kilometer,3 Series,B3 3.3 S,,car,,2,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,Bentley,2003,57000,kilometer,Arnage,Arnage T,,car,,12,
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Ferrari,1999,53600,kilometer,F355,F355 Berlinetta,,car,,7,l/100km
Convertible / Roadster,Silver,Occasion,CHF,,Zuzwil,CH,Mercedes-Benz,2007,29800,kilometer,Slr,McLaren,,car,,10,
Other,Silver,Occasion,CHF,,Zuzwil,CH,Mercedes-Benz,1997,35600,kilometer,E 50 Amg,E 50 AMG Avantgarde,,car,,2,l/100km
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Porsche,1995,127850,kilometer,911,911 Turbo,,car,,4,l/100km
Other,Other,Occasion,CHF,,Benzin,CH,Porsche,2001,Automat,kilometer,911,911 Turbo,,car,,6,l/100km
Other,Blue,Occasion,CHF,,Zuzwil,CH,Mercedes-Benz,1997,126000,kilometer,E 230,E 230 Elégance,,car,,5,l/100km
Convertible / Roadster,Silver,Occasion,CHF,,Zuzwil,CH,Porsche,2004,21400,kilometer,911,911 Turbo Cabrio,,car,,9,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,Audi,2006,95700,kilometer,Rs4,RS4 4.2 V8 quattro,,car,,1,l/100km
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Ferrari,1998,41300,kilometer,F355,F355 Berlinetta,,car,,7,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,Mercedes-Benz,2005,78700,kilometer,Cls 500,CLS 500,,car,,4,l/100km
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Porsche,1983,134000,kilometer,911,SC 3.0,,car,,4,
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,BMW,2005,55000,kilometer,M6,M6,,car,,7,l/100km
Convertible / Roadster,Silver,Occasion,CHF,,Zuzwil,CH,Mercedes-Benz,2002,19200,kilometer,Sl 500,SL 500,,car,,3,l/100km
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Bentley,1995,47500,kilometer,Turbo,null,,car,,1,
Convertible / Roadster,Silver,Occasion,CHF,,Zuzwil,CH,Pgo,2008,3000,kilometer,,Cevennes,,car,,5,
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Mercedes-Benz,2000,39600,kilometer,Cl 500,CL 500,,car,,1,l/100km
Other,Blue,Occasion,CHF,,Zuzwil,CH,BMW,2000,62300,kilometer,M5,M5,,car,,8,l/100km
Convertible / Roadster,Silver,Occasion,CHF,,Sursee,CH,Lamborghini,2014,150,kilometer,Aventador,Aventador LP700-4 Rds,,car,,1,l/100km
Convertible / Roadster,Silver,Occasion,CHF,,Zuzwil,CH,Mercedes-Benz,2002,48200,kilometer,Sl 55 Amg,SL 55 AMG,,car,,3,l/100km
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Renault,1984,172800,kilometer,R5,Alpine Turbo,,car,,8,
Other,Silver,Occasion,CHF,,Zuzwil,CH,Audi,2002,67700,kilometer,A6,A6 2.4,,car,,7,l/100km
Other,Silver,Occasion,CHF,,Zuzwil,CH,BMW,1974,578,kilometer,2002,Turbo,,car,,6,
Other,Silver,Occasion,CHF,,Zuzwil,CH,Mercedes-Benz,2010,25300,kilometer,Cls 350,CLS 350 CGI,,car,,1,l/100km
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Lamborghini,1993,46700,kilometer,Diablo,Diablo 5.7 VT,,car,,6,
Other,Silver,Occasion,CHF,,Zuzwil,CH,Audi,2009,118800,kilometer,Rs6,RS6 Avant 5.0 V10 quattro,,car,,2,l/100km
Coupé,Silver,Occasion,CHF,,Zuzwil,CH,Ferrari,2004,42200,kilometer,612,612,,car,,10,l/100km
Other,Other,Occasion,CHF,,Benzin,CH,Porsche,2005,Automat sequentiell,kilometer,Cayenne,Cayenne Turbo,,car,,12,l/100km
